State,County,% Fair or Poor Health,% Low birthweight,% Smokers,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Driving Deaths with Alcohol Involvement,Chlamydia rate per 100000,Teen Birth Rate,Primary Care Physicians Ratio,Dentist Ratio,Mental Health Provider Ratio,% With Annual Mammogram,% Vaccinated (Influenza),% Children in Poverty,Income Ratio (80th% : 20th%),% Children in Single-Parent Households,Social Association Rate,Annual Average Violent Crimes,Violent Crime Rate,Injury Death Rate,Average Daily Air Polution above 2.5 ppm,Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone
Mississippi,Winston,27,14,24,6.4,38,29,14,12,707,31,3028:01:00,4489:01:00,561:01:00,43,27,37,4.8,40,17.6,,,101,8.9,No,17,79,36
Mississippi,Yalobusha,25,11,23,7.2,39,35,14,14,776.2,40,12392:1,6054:01:00,6054:01:00,34,29,41,4.3,32,14.5,,,95,8.6,No,14,90,36
Mississippi,Yazoo,32,13,26,4.4,32,29,14,19,1123.6,51,4035:01:00,4241:01:00,802:01:00,33,39,44,6.7,56,7.4,,,100,8.6,No,16,79,42
Missouri,,19,8,20,7,26,77,21,27,568.1,24,1422:01:00,1672:01:00,491:01:00,44,47,17,4.5,25,11.6,29250,481,91,8.1,,13,82,32
Missouri,Adair,21,9,22,7.2,29,78,18,25,338.9,11,1102:01:00,1408:01:00,437:01:00,42,53,19,6.4,24,11.8,63,248,64,7.8,Yes,18,78,16
Missouri,Andrew,18,6,20,8.5,20,64,20,11,262,18,8804:01:00,4428:01:00,4428:01:00,41,50,11,4.3,18,8.5,32,184,65,7.9,No,10,87,26
Missouri,Atchison,18,5,21,8,18,76,20,29,94.8,11,2586:01:00,2572:01:00,1714:01:00,40,48,18,4.2,14,29,6,103,95,7.5,No,8,82,22
Missouri,Audrain,22,9,25,7.6,30,73,18,13,694.2,30,1959:01:00,2539:01:00,479:01:00,48,32,24,3.6,25,9,48,183,70,8.4,No,9,82,30
Missouri,Barry,24,7,25,7.4,34,49,18,29,213.1,38,1560:01:00,3254:01:00,1377:01:00,41,36,30,4.3,21,14.2,94,242,93,8.6,No,15,79,29
Missouri,Barton,23,8,25,6.8,29,35,19,29,379.7,36,2950:01:00,11754:1,1469:01:00,38,41,22,4.9,21,11,34,283,64,7.8,Yes,12,83,34
Missouri,Bates,21,7,25,8.2,25,37,19,6,183.7,31,5440:01:00,2695:01:00,1797:01:00,38,32,25,4.3,19,12.9,77,473,104,7.4,Yes,11,74,49
Missouri,Benton,22,7,25,7.1,30,31,18,31,194,32,3856:01:00,3241:01:00,1296:01:00,43,39,29,4.2,20,14.5,82,435,126,7.6,Yes,15,77,39
Missouri,Bollinger,24,7,27,6.9,32,26,18,38,243.8,29,12169:1,4044:01:00,3033:01:00,42,40,21,4.3,13,9.9,54,438,74,8.7,No,13,71,52
Missouri,Boone,17,8,18,7.7,19,83,20,32,858.2,11,865:01:00,1432:01:00,277:01:00,50,53,14,4.9,23,10.8,634,362,53,8.5,No,17,79,17
Missouri,Buchanan,22,8,23,7.5,34,83,19,33,662.4,38,1640:01:00,1387:01:00,546:01:00,43,56,20,4.4,28,12.8,414,463,72,8.4,No,14,83,13
Missouri,Butler,25,11,27,6.5,38,69,17,20,389.1,46,992:01:00,1327:01:00,357:01:00,42,24,35,4.7,33,8.7,217,503,92,9.2,No,13,80,15
Missouri,Caldwell,22,9,24,7.5,32,45,19,50,318.7,26,9108:01:00,9020:01:00,9020:01:00,36,45,19,4.1,14,14.3,17,190,95,7.5,Yes,16,82,50
Missouri,Callaway,19,8,22,7.9,25,68,20,27,479.7,21,2494:01:00,4068:01:00,526:01:00,44,53,16,3.9,24,8.9,164,368,77,8.4,No,11,84,30
Missouri,Camden,20,7,22,7.5,26,69,19,36,302.4,25,1273:01:00,2013:01:00,702:01:00,45,38,21,4.4,16,13.3,115,263,96,8.1,Yes,13,82,28
Missouri,Cape Girardeau,19,9,20,7.7,24,76,19,28,534.8,18,1125:01:00,1337:01:00,352:01:00,49,50,18,4.5,24,13.6,284,362,79,9.5,Yes,13,82,17
Missouri,Carroll,22,8,25,7.6,25,48,18,28,363.8,22,2914:01:00,2170:01:00,2170:01:00,45,45,21,4.3,25,17.2,14,155,109,7.4,Yes,10,78,33
Missouri,Carter,23,8,26,5.1,33,77,19,44,243.2,44,6054:01:00,2991:01:00,855:01:00,35,31,29,4.3,19,6.6,27,430,118,8.1,No,15,72,32
Missouri,Cass,17,7,21,7.9,27,69,20,28,357.7,19,4373:01:00,2519:01:00,1137:01:00,46,49,12,3.9,18,9.2,188,185,76,6.3,Yes,10,86,49
Missouri,Cedar,23,6,26,7.2,25,58,19,15,291.3,42,3541:01:00,2392:01:00,1304:01:00,33,30,27,3.7,26,11.3,52,370,92,6.6,No,11,80,30
Missouri,Chariton,20,7,23,8.1,29,34,19,17,160.4,30,7451:01:00,7426:01:00,1857:01:00,34,36,16,4.6,11,14.8,33,439,59,7.6,No,10,81,28
Missouri,Christian,18,6,20,8.1,24,67,20,24,317.2,18,2351:01:00,3281:01:00,943:01:00,47,54,13,3.9,18,8.5,137,164,65,8.6,No,9,85,41
Missouri,Clark,21,6,25,7.8,30,44,19,42,59.5,23,3421:01:00,3399:01:00,3399:01:00,36,50,22,4.2,20,8.8,9,125,62,8.2,No,10,78,36
Missouri,Clay,16,7,19,8.3,24,91,23,34,486.3,18,1502:01:00,1552:01:00,774:01:00,46,56,13,3.7,20,9.5,,,70,6.4,Yes,10,83,32
Missouri,Clinton,19,7,23,8.3,31,54,21,21,360,23,1861:01:00,2039:01:00,2039:01:00,42,47,13,3.5,20,7.3,116,456,61,7.9,Yes,11,83,58
Missouri,Cole,17,8,20,7.9,20,78,19,23,610.1,21,1506:01:00,1566:01:00,505:01:00,58,61,14,3.9,26,24,198,257,63,8.4,No,10,86,16
Missouri,Cooper,20,7,22,7.6,27,59,20,11,340.1,21,2515:01:00,2952:01:00,770:01:00,43,45,17,4.2,21,11.9,18,99,39,7.9,Yes,11,79,42
Missouri,Crawford,26,9,27,7.3,29,61,18,22,315.3,32,,7973:01:00,2392:01:00,41,29,23,4.7,25,12.5,38,163,115,8.1,No,14,80,37
Missouri,Dade,24,8,26,7.5,28,13,18,13,276.8,25,1262:01:00,7561:01:00,1512:01:00,38,44,23,4,22,14.5,22,304,74,7.7,No,13,77,39
Missouri,Dallas,23,8,26,7.1,25,6,19,18,311.9,35,16762:1,3376:01:00,4220:01:00,38,26,28,4.2,21,4.8,53,323,97,7.8,Yes,11,81,49
Missouri,Daviess,22,6,25,7.6,33,32,19,25,239.2,24,8313:01:00,4139:01:00,4139:01:00,34,38,28,3.8,16,7.2,12,146,85,7.6,No,12,72,37
Missouri,DeKalb,23,6,25,7.2,32,65,20,0,198.6,25,4210:01:00,12547:1,,37,42,14,4.2,21,7.9,11,135,71,7.7,No,10,81,36
Missouri,Dent,24,10,27,6.7,28,63,18,10,129.2,39,3860:01:00,5191:01:00,779:01:00,39,28,30,5.1,20,8.4,15,93,110,7.8,No,13,83,36
Missouri,Douglas,26,6,28,6.3,30,39,17,28,270.7,39,6687:01:00,4395:01:00,1648:01:00,33,38,27,4.3,21,9.7,24,175,87,8.2,No,15,81,41
Missouri,Dunklin,29,12,30,5.9,43,68,15,33,381.8,59,2675:01:00,3641:01:00,478:01:00,32,36,35,5.2,35,15.3,157,502,105,9.4,No,15,78,29
Missouri,Franklin,19,8,22,8.2,35,75,21,30,306.8,25,1547:01:00,2122:01:00,788:01:00,46,51,13,3.9,21,14.3,205,195,126,8.8,Yes,12,84,43
Missouri,Gasconade,19,8,22,8.5,24,47,20,32,292,26,2451:01:00,4902:01:00,1471:01:00,47,44,17,3.9,21,17.7,22,145,135,8.2,No,9,81,40
Missouri,Gentry,21,7,24,8,32,62,19,40,105,27,3314:01:00,2190:01:00,2190:01:00,41,44,18,4.2,16,18.1,4,52,75,7.6,No,8,78,35
Missouri,Greene,20,8,21,7.5,24,83,18,23,779.1,24,1039:01:00,1303:01:00,262:01:00,47,55,13,4.5,24,12.1,2221,770,92,7.1,Yes,15,82,18
Missouri,Grundy,20,8,23,6.9,30,59,20,18,301.5,34,4957:01:00,1970:01:00,518:01:00,46,48,26,4.6,18,18.2,8,78,112,7.5,Yes,17,75,18
Missouri,Harrison,24,7,26,6.6,36,23,19,27,234.6,28,2805:01:00,2784:01:00,1044:01:00,43,38,23,4,32,11.9,5,58,92,7.5,No,14,77,27
Missouri,Henry,23,8,25,6.4,29,45,19,20,382.2,39,1282:01:00,1559:01:00,336:01:00,41,37,28,4.3,23,14.7,68,312,109,7.5,Yes,12,83,32
Missouri,Hickory,23,10,27,7.1,25,32,19,44,179.4,30,9509:01:00,4772:01:00,1591:01:00,41,26,34,4.1,25,7.4,1,11,138,7.5,Yes,12,82,44
Missouri,Holt,20,6,23,5,29,62,20,33,113.3,14,4404:01:00,,4403:01:00,45,40,17,3.8,23,15.9,8,180,72,7.6,No,9,82,36
Missouri,Howard,20,9,23,7.7,22,36,19,13,384.7,20,2027:01:00,3334:01:00,1667:01:00,36,45,18,4.1,26,10.9,12,117,85,7.8,Yes,10,78,44
Missouri,Howell,24,8,26,6.5,32,65,17,21,309.2,43,1055:01:00,2229:01:00,409:01:00,33,37,30,4.9,20,12.2,106,263,99,8.7,No,17,84,17
Missouri,Iron,24,10,27,6.2,29,79,18,14,322.7,39,10177:1,5063:01:00,920:01:00,34,36,31,4.7,18,10.8,28,276,114,8,No,11,81,46
Missouri,Jackson,21,9,21,7.5,23,92,19,33,921,31,1207:01:00,1109:01:00,407:01:00,45,51,20,4.7,33,11.3,8024,941,96,9.1,Yes,15,83,34
Missouri,Jasper,22,7,23,7.2,27,75,18,14,579,40,1612:01:00,1662:01:00,424:01:00,47,52,27,4.1,22,12.7,489,416,74,8.8,No,13,83,15
Missouri,Jefferson,18,8,21,8,23,68,21,29,283.3,20,4314:01:00,2501:01:00,1166:01:00,43,53,11,3.7,23,7.7,429,192,120,8.3,No,11,87,55
Missouri,Johnson,19,7,20,7.8,29,49,18,18,760.7,15,2555:01:00,2162:01:00,667:01:00,39,44,12,3.9,15,8.8,105,191,54,7.6,Yes,15,81,28
Missouri,Knox,21,6,24,7.1,37,14,19,0,125.7,17,3947:01:00,1980:01:00,1980:01:00,46,41,28,4.7,28,12.7,0,0,86,7.8,No,13,78,30
Missouri,Laclede,23,8,25,7.2,30,53,18,16,414.8,48,1786:01:00,3248:01:00,662:01:00,38,31,20,3.9,15,10.9,103,291,97,8.1,No,15,82,24
Missouri,Lafayette,19,7,22,8,28,48,19,26,306.4,28,3622:01:00,3271:01:00,654:01:00,43,42,15,4.2,21,14.7,36,112,89,7.6,Yes,13,81,44
Missouri,Lawrence,23,7,26,7.6,29,53,19,20,338.2,37,1827:01:00,2256:01:00,752:01:00,41,39,23,4.1,20,13.6,157,448,87,8.5,No,12,79,35
Missouri,Lewis,22,10,24,6.9,26,17,19,40,250.8,17,4928:01:00,9776:01:00,1629:01:00,40,30,20,4.3,25,12.2,15,147,90,8.3,No,10,77,44
Missouri,Lincoln,20,8,24,8.3,27,35,20,32,352.4,23,9614:01:00,6557:01:00,1311:01:00,36,43,12,4.2,24,6.6,156,285,110,9.1,Yes,14,87,57
Missouri,Linn,21,8,24,7.2,32,66,19,13,229.6,32,3009:01:00,3973:01:00,3973:01:00,35,40,31,4.2,21,15,40,323,86,7.6,No,9,81,25
Missouri,Livingston,21,9,23,7.8,27,74,17,29,382.3,30,1262:01:00,1523:01:00,1384:01:00,38,51,20,4.3,31,12.5,33,218,95,7.5,No,11,82,18
Missouri,McDonald,27,8,28,7.7,22,52,19,20,354.8,49,7693:01:00,3806:01:00,7612:01:00,35,34,29,3.9,28,7.4,132,585,96,8.8,Yes,16,79,40
Missouri,Macon,22,7,24,7.5,32,55,18,15,308.2,30,3031:01:00,2520:01:00,1512:01:00,44,43,18,3.7,26,13.2,36,234,75,7.9,No,9,83,27
Missouri,Madison,22,9,25,7.2,30,84,18,13,253.2,39,4063:01:00,4029:01:00,636:01:00,38,35,24,4.5,18,13.1,43,341,80,8.2,No,12,79,32
Missouri,Maries,21,7,24,7.9,35,21,19,35,157.9,20,,2899:01:00,2899:01:00,41,43,20,4.5,15,14.8,13,142,79,8,No,15,74,58
Missouri,Marion,21,8,24,7.5,33,76,19,25,537.8,27,1100:01:00,1240:01:00,332:01:00,50,22,18,4.5,23,19.2,78,275,86,8.4,No,12,84,21
Missouri,Mercer,20,7,23,4.5,27,26,20,40,,23,3641:01:00,3617:00:00,3617:01:00,39,31,21,4.6,17,13.7,2,41,60,7.4,Yes,13,76,34
Missouri,Miller,22,8,25,7.8,32,56,20,46,178.4,37,3619:01:00,4270:01:00,2847:01:00,45,46,22,4,18,8.3,89,350,83,8.2,Yes,11,80,44
Missouri,Mississippi,31,12,29,7.1,42,52,16,33,721.3,57,6668:01:00,6590:01:00,4393:01:00,36,49,34,5.2,42,9,66,464,125,9.1,No,16,76,21
Missouri,Moniteau,21,6,23,8.4,28,38,21,36,292.6,26,8061:01:00,3226:01:00,3226:01:00,47,53,16,3.9,12,14.3,31,195,56,8,No,7,78,43
Missouri,Monroe,21,8,25,7.7,28,46,20,14,185.8,30,2888:01:00,8644:01:00,4322:01:00,48,38,20,3.7,26,11.5,8,87,56,8.1,Yes,8,84,40
Missouri,Montgomery,23,7,26,7.7,26,39,19,17,201.1,34,5767:01:00,5776:01:00,2310:01:00,47,36,20,4.1,33,10.4,28,238,95,8.3,No,15,83,44
Missouri,Morgan,26,7,28,7.5,28,41,18,37,124.1,30,5090:01:00,6876:01:00,2292:01:00,43,41,27,5.1,21,13.3,46,226,76,7.9,Yes,16,72,29
Missouri,New Madrid,29,11,28,7,42,43,16,16,540.3,50,17296:1,8538:01:00,4269:01:00,38,39,33,5.1,39,13.3,29,173,114,9.2,No,13,82,27
Missouri,Newton,21,7,23,7.9,30,54,19,33,399.7,34,1612:01:00,4853:01:00,2912:01:00,41,42,18,3.8,16,11.2,150,255,78,8.9,No,12,81,25
Missouri,Nodaway,20,7,22,6,24,76,19,29,413.8,5,2028:01:00,2762:01:00,884:01:00,43,37,13,4.5,26,9.9,37,159,56,7.7,No,13,81,16
Missouri,Oregon,26,10,28,6.5,32,51,18,29,236.8,44,,10529:1,5265:01:00,30,29,32,4.4,34,4.7,18,164,111,8.5,No,15,81,26
Missouri,Osage,18,7,21,8.8,24,33,21,0,168.4,10,4571:01:00,4538:01:00,13615:1,57,61,10,3.4,11,8,8,56,82,8.1,No,5,80,41
Missouri,Ozark,26,9,29,4.7,34,39,17,23,130.6,31,4509:01:00,2294:01:00,9174:01:00,35,37,37,4.5,17,8.9,14,143,93,8.4,Yes,12,75,55
Missouri,Pemiscot,31,12,28,6.2,35,54,15,21,725.1,57,3254:01:00,15805:1,659:01:00,28,30,41,5.2,48,13.5,154,887,102,8.9,No,15,86,23
Missouri,Perry,20,6,23,8.4,20,37,20,11,223.7,27,2128:01:00,2126:01:00,1472:01:00,44,40,14,3.8,17,13.1,61,318,71,8.9,Yes,10,85,28
Missouri,Pettis,22,7,24,7.4,29,67,18,24,401.8,40,1934:01:00,1628:01:00,770:01:00,41,49,18,4.1,23,11.8,153,361,94,7.7,No,13,83,19
Missouri,Phelps,21,8,22,7.2,25,80,18,19,391.1,22,1177:01:00,1537:01:00,303:01:00,40,41,19,5.7,24,12.3,152,340,91,8.1,Yes,14,80,20
Missouri,Pike,22,8,24,7.4,28,46,19,22,215.4,28,3084:01:00,3050:01:00,2034:01:00,38,32,22,4.1,23,13,22,116,88,8.5,No,11,82,31
Missouri,Platte,14,6,16,8.3,23,86,20,38,401.2,13,1256:01:00,1684:01:00,941:01:00,50,57,7,4,19,9.8,67,134,67,8.3,Yes,11,84,35
Missouri,Polk,22,6,24,7.9,24,49,19,6,390,23,1342:01:00,3572:01:00,527:01:00,42,28,24,4.2,27,8.7,122,393,84,7.9,Yes,14,78,39
Missouri,Pulaski,20,7,21,6.6,25,73,19,29,714.6,24,2738:01:00,877:01:00,461:01:00,32,21,15,3.7,21,8.7,145,268,77,8.1,Yes,14,60,23
Missouri,Putnam,22,9,24,6.8,35,54,19,0,124.7,31,2379:01:00,2348:01:00,1565:01:00,39,46,23,3.6,21,8.4,0,0,71,7.5,No,9,74,40
Missouri,Ralls,20,9,23,8.4,26,15,20,25,244.5,21,5106:01:00,10309:1,2062:01:00,53,32,14,4.1,24,7.8,16,152,86,8.3,No,11,83,28
Missouri,Randolph,21,9,24,7.5,33,53,20,18,461,35,2751:01:00,2750:01:00,1076:01:00,38,44,23,4.4,23,12.9,27,106,67,7.9,No,12,86,28
Missouri,Ray,20,7,23,7.7,27,53,20,32,328.2,32,2860:01:00,5755:01:00,2302:01:00,38,47,12,4,16,10.1,106,468,92,7.5,No,10,85,50
Missouri,Reynolds,24,8,28,5.8,27,64,20,18,127.5,39,2085:01:00,1568:01:00,570:01:00,35,30,35,4.8,13,16,13,201,148,7.8,No,11,80,36
Missouri,Ripley,27,10,29,5.8,34,62,18,27,154.8,48,3350:01:00,,1661:01:00,34,27,30,4.5,25,9.7,49,361,122,8.8,Yes,11,79,37
Missouri,St. Charles,14,7,17,8.8,20,91,24,32,307.2,10,2205:01:00,1696:01:00,600:01:00,47,57,5,3.5,16,6.3,485,126,78,9.7,No,8,86,39
Missouri,St. Clair,23,7,26,7.3,27,29,20,33,181.6,34,3132:01:00,4699:01:00,4699:01:00,39,24,28,4.2,18,12.8,34,375,107,7.4,Yes,18,78,37
Missouri,Ste. Genevieve,20,9,23,7.7,22,33,20,44,274.6,22,2555:01:00,5965:01:00,1053:01:00,40,40,13,4.3,18,13.4,54,301,85,8.8,No,11,81,35
Missouri,St. Francois,23,9,26,7.3,32,63,19,27,401.8,35,1482:01:00,2585:01:00,367:01:00,39,46,20,4.3,27,12.6,196,294,93,8.5,Yes,14,83,26
Missouri,St. Louis,16,10,16,8.1,22,94,21,28,647.1,15,813:01:00,1151:01:00,331:01:00,48,55,12,4.6,28,10.3,3452,344,93,8.7,No,13,83,34
Missouri,Saline,23,9,24,7.1,32,56,17,10,410.4,25,1761:01:00,2845:01:00,669:01:00,48,52,21,4,19,10.5,47,199,71,7.6,Yes,13,78,19
Missouri,Schuyler,23,9,26,4.7,27,43,19,60,110.9,17,1533:01:00,4660:01:00,,39,49,21,4.6,14,17.4,7,160,93,7.7,No,11,89,38
Missouri,Scotland,26,6,28,7.9,38,5,19,33,161.2,18,828:01:00,4902:01:00,2451:01:00,34,47,24,4.9,12,18.1,6,122,93,7.8,No,17,70,27
Missouri,Scott,23,10,26,6.6,36,66,17,17,578.6,44,2024:01:00,1664:01:00,617:01:00,41,48,28,5,27,14,382,936,94,9.6,Yes,14,83,22
Missouri,Shannon,27,9,29,6.1,28,73,17,24,157.6,37,,,8166:01:00,38,29,35,4.3,24,6.1,28,334,105,7.9,No,15,74,32
Missouri,Shelby,21,9,24,6.5,23,43,19,0,166.1,24,,2965:01:00,,45,38,21,4.5,18,23.1,4,57,89,8,No,8,77,25
Missouri,Stoddard,23,9,26,7.4,35,64,18,19,316.7,41,2086:01:00,4146:01:00,1935:01:00,40,34,25,4.7,25,13.7,40,133,88,9.5,No,10,83,30
Missouri,Stone,20,9,24,8.1,29,67,20,34,246.1,29,2886:01:00,6390:01:00,2458:01:00,44,41,25,4.2,15,11.3,146,472,113,8.5,No,12,77,51
Missouri,Sullivan,24,10,24,7.3,31,48,18,15,305,49,3111:01:00,6089:01:00,,35,36,22,4.1,19,14.5,13,205,106,7.6,Yes,12,66,25
Missouri,Taney,22,9,23,6.3,33,72,17,26,410.1,30,1330:01:00,3107:01:00,1301:01:00,36,42,19,4,24,12.5,190,347,81,8.7,No,15,75,23
Missouri,Texas,26,8,27,6.7,35,66,17,31,182.6,37,2325:01:00,5080:01:00,2822:01:00,33,34,28,5.2,13,12.9,33,130,97,8.2,No,15,79,35
Missouri,Vernon,22,7,24,6.9,28,55,19,53,264.2,27,2933:01:00,2570:01:00,245:01:00,34,35,27,3.9,26,11.2,121,578,80,7.7,No,13,74,17
Missouri,Warren,20,7,23,8.3,25,70,21,48,264.7,26,6942:01:00,3565:01:00,1876:01:00,37,52,14,3.9,22,8.1,138,415,98,8.7,No,14,87,51
Missouri,Washington,25,10,28,6.7,35,60,18,16,179.8,47,3118:01:00,2248:01:00,1374:01:00,35,35,30,4.7,26,8.4,94,375,112,8,Yes,12,81,46
Missouri,Wayne,27,9,31,5.4,29,66,18,27,203.1,44,3281:01:00,12873:1,1609:01:00,38,16,33,5,24,9.9,26,194,123,8.4,No,13,74,41
Missouri,Webster,23,6,26,7.8,26,55,19,28,323.3,38,4345:01:00,4399:01:00,1721:01:00,36,45,27,4.1,16,8.2,67,181,101,8.2,No,14,80,52
Missouri,Worth,21,9,24,7.9,26,21,19,33,,,2040:01:00,2013:01:00,,41,35,21,4.3,18,14.7,2,73,118,7.4,No,10,76,46
Missouri,Wright,28,7,29,6.8,26,34,17,25,294.6,41,6126:01:00,2613:01:00,871:01:00,33,34,31,4,20,11.4,51,276,84,8.1,No,15,79,40
Missouri,St. Louis City,24,13,24,6.9,29,98,21,28,1421.8,35,1085:01:00,1634:01:00,259:01:00,36,43,28,5.9,51,13.9,5760,1820,154,9.6,No,21,73,29
Montana,,14,7,19,7.4,22,75,22,45,468.1,23,1240:01:00,1356:01:00,316:01:00,43,43,15,4.4,20,14.3,3577,346,93,5.1,,15,76,17
Montana,Beaverhead,14,8,19,8,20,80,23,27,487.6,12,672:01:00,1576:01:00,498:01:00,50,56,17,5.1,11,10.6,10,107,81,5.6,Yes,15,72,13
Montana,Big Horn,26,8,29,5.3,25,59,19,71,1257.5,80,1905:01:00,1903:01:00,1110:01:00,32,41,32,4.6,29,6,71,533,195,5.8,No,23,69,25
Montana,Blaine,23,8,28,5.6,27,39,20,63,924.3,47,1702:01:00,1336:01:00,477:01:00,30,28,27,4.7,28,8.8,8,133,144,5.2,Yes,17,76,21
Montana,Broadwater,14,4,19,8.4,23,60,23,30,269.5,19,3043:01:00,3119:01:00,1247:01:00,40,46,12,3.8,11,6.6,25,438,74,4.9,No,9,82,45
Montana,Carbon,13,6,18,8.1,22,45,24,35,224.4,10,2143:01:00,1532:01:00,1073:01:00,46,50,13,3.8,20,9.3,25,234,111,5.2,No,12,69,39
Montana,Carter,15,,20,5.6,22,22,23,33,,,1238:00:00,1252:00:00,,44,21,21,5.1,6,24.2,0,0,,4.4,No,10,55,32
Montana,Cascade,17,8,21,7.9,24,83,22,51,598.9,31,1317:01:00,1115:01:00,296:01:00,52,44,18,4.4,25,13.4,200,241,102,5,Yes,12,80,9
Montana,Chouteau,18,8,22,5.5,26,37,22,31,104.1,,,5635:01:00,1409:01:00,49,26,20,4.1,24,10.4,,,108,4.8,Yes,10,60,27
Montana,Custer,15,7,19,7.1,23,72,25,17,256,31,1159:01:00,1629:01:00,271:01:00,40,39,14,4.4,18,6.9,26,210,99,5,No,10,77,8
Montana,Daniels,14,,19,9,25,0,24,0,,,1747:00:00,845:01:00,,35,11,12,4.3,17,0,1,28,,4.9,No,13,67,14
Montana,Dawson,14,7,19,8.3,28,77,23,50,111.7,22,1736:01:00,1723:01:00,453:01:00,39,40,13,4.1,19,15,26,263,69,4.5,Yes,14,75,12
Montana,Deer Lodge,19,9,24,7.7,31,73,22,33,362.4,19,761:01:00,1143:01:00,194:01:00,42,50,20,4.9,34,7.7,36,390,136,6.3,No,13,78,19
Montana,Fallon,14,7,20,8.6,25,53,24,,,,973:01:00,2846:01:00,,39,34,13,4,16,27.4,6,188,,4.3,No,6,77,16
Montana,Fergus,14,7,20,7.9,27,72,22,62,301.1,19,1235:01:00,921:01:00,425:01:00,45,48,16,3.9,28,16.2,58,502,107,3.7,Yes,14,67,15
Montana,Flathead,14,6,19,8.5,20,81,22,47,329,23,1122:01:00,1403:01:00,333:01:00,42,44,12,4,13,13.4,292,305,81,5.5,No,16,80,23
Montana,Gallatin,11,7,15,9,13,82,26,64,500.9,8,1216:01:00,1526:01:00,296:01:00,42,50,8,4.3,14,12,223,226,57,6.6,Yes,16,73,13
Montana,Garfield,15,,20,7.7,28,13,22,33,,,1268:00:00,1258:00:00,1258:01:00,44,33,27,4.3,18,0,1,38,,4.7,No,13,51,14
Montana,Glacier,27,9,34,6.2,31,58,19,73,1327,51,1146:01:00,2292:01:00,491:01:00,20,24,32,5.3,36,5.8,31,225,129,5.5,No,17,68,22
Montana,Golden Valley,15,,20,4.8,29,1,22,,,,826:01:00,821:00:00,821:00:00,40,31,33,4.9,19,0,2,239,,4.4,No,15,56,55
Montana,Granite,14,7,19,8.3,18,70,23,22,208.5,,3378:01:00,3379:00:00,,40,30,19,3.4,11,0,5,140,90,6.2,No,9,59,36
Montana,Hill,20,8,24,6.7,28,76,25,39,1032.6,58,1635:01:00,1099:01:00,284:01:00,45,32,19,4.6,31,11,78,467,81,5.3,No,13,79,8
Montana,Jefferson,13,8,17,9.1,22,56,23,29,159.8,12,1210:01:00,2037:01:00,1222:01:00,40,46,10,4.2,17,6.6,37,318,94,5.9,Yes,10,75,20
Montana,Judith Basin,14,,19,6.8,22,9,23,13,,,1952:00:00,2007:00:00,2007:01:00,47,36,22,4.5,29,0,4,179,,3.9,No,10,52,34
Montana,Lake,18,8,23,8.1,23,55,23,48,535.1,35,1315:01:00,1171:01:00,401:01:00,43,36,23,4.7,30,9.3,131,446,107,7.9,No,18,75,20
Montana,Lewis and Clark,13,7,17,8.4,20,78,20,35,357.1,21,1057:01:00,1177:01:00,206:01:00,45,50,12,4.1,23,21.7,282,424,95,7.6,Yes,11,78,10
Montana,Liberty,19,7,24,6.7,24,39,22,100,,,2430:01:00,2337:01:00,,41,34,29,4,9,16.5,8,330,,4.9,Yes,21,53,12
Montana,Lincoln,18,7,22,7.3,21,99,20,50,236.6,25,1414:01:00,1427:01:00,454:01:00,33,22,28,5,14,11.6,39,203,93,9.8,No,17,74,12
Montana,McCone,14,,20,8.4,28,38,24,33,,,1675:00:00,1664:00:00,,49,45,17,3.6,5,17.9,1,59,142,4.7,No,11,62,22
Montana,Madison,13,6,18,8.1,22,35,24,35,159,14,1461:01:00,8600:01:00,1433:01:00,35,26,12,3.8,8,11.4,7,89,89,5.5,No,15,65,31
Montana,Meagher,15,,21,4.5,23,64,21,67,216.1,,933:01:00,1862:00:00,931:01:00,35,15,24,3.8,2,0,2,106,,4.1,No,8,64,13
Montana,Mineral,18,8,23,5.9,25,100,22,17,399.5,31,2158:01:00,4397:01:00,550:01:00,39,29,23,4.4,24,0,4,93,131,7.6,Yes,14,73,39
Montana,Missoula,13,7,17,8.2,18,93,23,36,529.6,12,982:01:00,1107:01:00,205:01:00,47,53,11,4.7,21,11.8,394,345,78,8.8,Yes,18,73,15
Montana,Musselshell,20,9,24,7.4,29,55,20,0,150.9,22,,,2317:01:00,42,34,26,4.3,16,8.6,26,551,147,4.7,No,18,70,42
Montana,Park,13,8,19,7.9,24,60,25,55,171.2,9,837:01:00,1510:01:00,353:01:00,33,31,13,4,12,15.5,27,170,126,5.3,Yes,15,68,29
Montana,Petroleum,13,,18,5.5,20,6,23,100,,,513:00:00,487:00:00,487:00:00,24,43,26,4.3,37,0,,,,4.5,No,4,43,23
Montana,Phillips,18,6,22,7.6,34,65,23,40,97.1,27,4074:01:00,3954:01:00,989:01:00,33,42,20,3.7,6,7.4,10,240,132,4.7,No,7,67,19
Montana,Pondera,17,8,22,6.4,24,49,24,33,167.8,27,1991:01:00,5911:01:00,739:01:00,33,39,25,4.1,18,15.1,7,105,106,5.1,Yes,13,71,21
Montana,Powder River,15,,20,7.3,27,18,22,67,,,1716:00:00,1682:00:00,,29,46,20,3.9,5,0,0,0,,6.3,No,8,67,24
